index,comment,expression_emoji,label
2148,"අනේ පස් මිනිය කාලා දානකොට රිදෙනව ඇති නිකන්ම වලලන්න එපා ඒවගේ වේදනාවක් මිනියට දරාගන්න අමාරු ඇති, ඊට වඩා හොදයි එකපාර මරලා මිනිය වලලන්න ",😡,1
2149,අනේ පස්වල දන්න විද්‍යාව,😂,0
2150,අනේ පින්සිද්ද වෙයි ලංකාවට එන්න එපා ඔයා ම ඉදගෙන ෂිස කරමින් අවුරුද්දෙන් අවුරුද්දට දරුවන් වදමින් ඉන්න ඔබගෙ අවශ්‍යතාවය ඉටුකරන්න ලංකාවෙි අමාරුයි ශ්‍රී ලංකාවෙි පොලිසියටත් ජනතාවටත් තව ගොඩක් වැඩ තියෙනවා.හැබැයි එකක් කියන්න ඔනා දැන් පොඩිඩක් විමසලා බලන්න ශ්‍රී ලංකාවට ආපු අය මොකද කියන්නේ කියලා.ඔයාටත් කියපු කැත කතා ඉල්ලා අස්කරගත් දවසක ශ්‍රී ලංකාවර එන්න පුළුවන්.අපේ රටෙි මිනිස්සු හරිම නිහතමානි බවද සිහිතබා ගත්තොත් හොදයි.පිරිසිදු සිතිවිලි පහලවෙිවා.,😡,1
2151,අනේ පොන්න හුත්තෝ තෝ දන්න පක තොපිව වලදාන්නේ නෑ කොහොමත් ගිනි තියනවාමයි,😡,1
2152,අනේ බං... ලංකාවට එන්න ට්‍රයි කරල එන්න බැරි උනාම නිකං බොරුවට කෑගහනව.. ගෑනු පුරුදු,😡,1
2153,අනේ බන් ඔයිට වඩා කෑ ගහපු වෙසියෝ ලංකාවට ඇවිත් තියේ,😡,1
2154,අනේ බන් කොහොම හරි දෙන්න එක්ක විඩියෝ එකක් කරපන් ...,😂,0
2155,අනේ බලු වෙිසියෙ තොට ලමයි හමිභ උනේ රෙනකොට වෙිසියෙ තමන්ගෙ මවි රටට ගරහන බලු වෙිසි තෝ ලංකාවට එහෙම එනව නෙමෙයි හොදද ම වැලලියවි තොපගෙ හෙනේ තමයි අද ඉතාලියට වැදිල තියෙන්නෙ මවි රටට ගරහන උබ ඉතාලියට කෙලවන්නෙත් ඔය විදියටම තමයි කියල කවදකම හරි රජය දැනගත් ගමන් තොපි එදාට කල්ලතෝනි ඒක මතක තියා ගං බලු වෙිසි අන්තිමට උබලට උපන් රටත් නෑ දැං ඉන්න ඉතාලියත් නෑ කියල මතක තියා ගනිං බලු වෙිසි,😡,1
2156,"අනේ බල්ලෙක්ට දාව උපන් වේසියක්, රෝල් කරලා ගහගනින් පු##කේ.. අනේ ඕකී #කොරෝනා හැදිලම මැරියන්, ඉපදුණු රටට ගරහන සක්කිලි.",😡,1
2157,අනේ බහුකාපන් හුත්තියේ,😡,1
2158,අනේ බැල්ලියේ කට වහගෙන පැත්තකට වළං හිටපන්කෝ තවත් ලැජ්ජ නැතුව කට අරින්න එහෙම එපා අපි පුංචි ලංකාව අපට ගොඩාක් ලොකුයි එඩිතර උඹ විතරක් එකේ අපිත් රටවල් වල ඉන්නේ අපටත් බැරියැයි එහෙනම් කතා කරන්න අපි අපි කිව්වොත් එක්කෙනයි මැරෙන්න මෙහෙ අපේ ලංකාවේ කොච්චර ගොඩක් ඉන්නවද පොලිස්පති තුමා අපි වෙනුවෙන් හැම හැම කෙනෙක් වෙනුවෙන් සටන් කරන්න කියන දේ අහගෙන හිටිය තිනියා කොළ අපේ ලංකාව වගේ මැරිලා යනවා නේ අපේ නෝ මුහුණ වගේමයි ඉතින් නැතුව කට වහගෙන හිටපන් තවත් වේදියෝ දාන්න ඇත්තෙන්ම පත් බැල්ලි මම තොපට මැරෙන්ඩ වෙන්න අද ලංකාව පැත්ත පළාත ලංකාවට පට්ට බැල්ලි,😡,1
2159,අනේ බැල්ලියේ කට වහපන් තොගේ පෙකනි කැපුවෙ ලංකාවේ ඇයි තොට ඇරී ඔහේ ලොකුයි ද,😡,1
2160,අනේ බොල උඹ උඹේ වැඩක් බලාගනිං මෙහෙ බලාගන්ඩ ජනාධිපති එතුමා පොලිස් ප තිතුම නියෝජ්‍ය පොලිස් ප තිතුමා හමුදා ප තිතුමා රටේ ඕනතරම් අ ති උතුම් ගාම්බීර මිනිසුන් ඉන්නවා උඹ පාඩුවෙ ඉදපන්,😂,0
2161,අනේ බොල වේසියේ තෝ ළමයි පහක් බැරිනම් 10 ක් හරි හදපිය මගේ රටට ගරහන්නේ නැතිව නැතුව තෝ දන්නවද තෝ ඉපදුනේ කොහේද කියලා තෝ ඉපදුනේ ලංකාවේ හුත්තියේ ඒක ම හිතා ගත්තහැකි තෝ අම්මට යි තාත්තටයි යි තාත්තටයි සලකන හැටි ක*** වේසියෙ ඉඳන් ආපු හැත්තෑ හින්දා තමා ලංකාවට කොරන බෝ වුනේ කාලකන්නි වේසියෝ කිව්වා නම් කොහොමද අම්මට හුකන්ඩ ඉඳන් මැරෙනවා කියලා ඒ උනාට වේසියෝ ඔක්කොටම කලින් ලංකාවට ආවා තොපි වගේ උන් කොහොමත් අපේ ලංකාවට එපා තෝ ආයේ ලංකාවට එන්නත් එපා එහෙම වැළලිය තොට කොහේ ගියත් හරි මනුස්ස කමක් නැහැ ඉන්න සමහර වේසියන්ගේ කිම්බ තියෙන නළලේ තෝ ලංකාවේ හිටිය නං තොගේ ළමයි පහම වදන් මේ නිකං යකෝ අපේ ලංකාවේ ගෑණුන්ට දරුවෙක් හදන්න හයි හත්තිය තියෙනවා තොට එකට පණ නැති වුණාට අපි මොනවා කරන්න ද යකෝ අපේ රටේ වගේ හමුදාවක් තව කොහෙවත් ඉන්නව ද පොලිසියත් එහෙම තමා යකෝඉපදුන රටට නම්බු දී පිය තොපිට කවද හරි ඔහෙන් යන්න වුනොත් කොට ඉතුරු වෙන්නේ මේ ලංකාව නේද තෝ ඒක මතක තියාගෙන කතා කරපිය,😡,1
2162,අනේ මචං මේවා බලලා හිට් කරන්න එපා උන්ට සල්ලි යනවා,😂,0
2163,අනේ මන්ද ටිකක් විත......එක්කො ඕන නෑ....,😂,0
2164,අනේ මන්දා ටිකක් මාත් වගේ ...මීට මැකෝ,😂,0
2165,අනේ මන්දා බන් ටිකක් උබත් වගේ,😂,0
2166,අනේ මම නන් ලංකාවට යන්නේ කවදද කීයල බලාගන ඉන්නේ,😂,0
2167,අනේ මහපු තැන පෙන්නන්න ටිකක් උස්සලා ලංකාවේ ඉපදිලා පුක දෙන හුත්ති,😡,1
2168,අනේ මී දෙන,😂,2
2169,අනේ මී දෙන,😡,1
2170,අනේ මෙන්න මේ කිරිආච්චිට 25ලූ හයියෝ හයියෝ කාගෙද මේ දෝසා,😡,1
2171,අනේ මෙහෙම ගොන්නු. මේ රටේ විතරක් නෙමෙයි. මුලු ලොවම නියෝධායනය වෙනවා.,😂,2
2172,අනේ මෙහෙමත් ගෑනු. තෝ වගේ එකියක් මෙහෙ ඉපදුනා කියන්නත් ලැජ්ජයි. උබ කියනව උබගේ පිනකටලු පදින්චි වෙන්න ලැබුනෙ. ඒකනම් ඇත්ත. මොකද අපි හැමෝගෙම පිනට තමයි තෝ මේ පොලොවෙන් අයින්ම වෙලා ගියේ. අනික තොපේ මරන මෙහෙ ගෙනවා කියලා අපි එන්නෑ තොපේ තොපේ මලබත කන්න. තොපි ඔහෙම වැලලියන්. නැත්නම් මගේ මෞබ්මේ පයගහල මියයන කෙනෙක්ට තියන ඉඩ ටිකත් තිපි නිසා අපතෙ යනව,😡,1
2173,අනේ මෙහෙමත් මෝඩ ගෑනු ...කාගෙවත් බැලමෙහෙවර කරල ඔහොම කෑගහන්න එපා මනුස්සයෝ ...අජිත් රෝහණ කියන්නේ අපිට දෙවියෙක් වගේ මහත්මයෙක්... අපේ රටේ මේ දෙවිවරුන්ගේ යාන්ත්‍රණය නිසා තමයි අදටත් කිසිම ජීවිත හානියක් නැතිව kovid ආසාදිතයින් සුවය ලබලා ගෙදර යන්නෙ හා රෝගය පාලනය වෙලා තියෙන්නේ ..දුප්පත් අපේ රට ගත්ත එක පියවරක් වත් උඹ ළගෙ ඔය නායකත්වය ගන්න පුළුවන් වුණා ද ???මෝඩ කමට බෙහෙත් නැහැ කියලා තමයි කියන්න වෙන්නේ ''''',😡,1
2174,අනේ මේ ගෑනි කට වගේම අරකත් ඇති,😡,1
2175,අනේ මේ පට්ට මොට්ට මරක්කලුන්ට ඔච්චර බනින්න එපා උන්ගෙ මොලේ අන්ගවිකලයි.,😡,1
2176,අනේ මේ වගේ . මෝඩ නිච ගොන් කතා කියන. උබ.. ලංකාවේ. උන්ට ජාතක වෙලා නැ කියලයි හිතෙන්නේ.. ඒකයි. උබට. ගැන රුදාව.. අනේ පව්. ඉල්ලන් පරිප්පු කනවා. වරද්ද ගත්තු වචනයක් ගානේ.. උබට වන්දි. ගෙවන්න වෙයි,😡,1
2177,අනේ මේ වගේ අය ලංකාවට එන්නැති එක හොදයි අපේ රට ආරාක්ෂා කරන දෙවිවරුන්නට කරන උපකාරයක් එක මොකද ඔය හැම වසංගතයටම හපන් කල්ලතෝණි වසංගතේ,😡,1
2178,අනේ මේ වේසිගෙ පුකේ ඉතාලිය.,😡,1
2179,අනේ මෝඩ ගැහැණියෙක් ලංකාවට ඇවිත් බලපන් මේ අය විදින දුක. උබ එකපාරටමද ඉතාල්ය් ගියේ. උබට කොරෝන හැදුනත් මේ දේවත වැනි විරුවෝ රකී. ජරාම කතාවක් උබ කලේ.,😡,1
2180,"අනේ යකෝ උඹ මහ කේප්ප වැස්සියෙක්නෙ. පිස්සෙක් වගෙ නහර උලුප්පන කෑ ගහන්නෙ. බලපන් දවසකය කී දෙනෙක් මැරෙනවද කියලා. ඒත් කියන්න සතුටුයි යකෝ අද වෙන කොටත් ලංකාවේ එකෙක්ට මැරෙන්න දුන්නේ නෑ. අනේ යකෝ ශ්‍රීලංකාවේ අපිට කියන්න ආඩම්බරයි අපිට ආදරේ කරන රට ආරක්ෂා කරන රටේ ජනාධිපතිතුමන් කෙනෙක් සහ හමුදාව, පොලිස්සිය, ඇතුලු ත්‍රිවිධ හමුදාවත් සමග සියලුම වෛද්‍ය කන්ඩායමක් මගේ මව්බිමේ ඉන්නවා.කියන්න තියෙන්නෙ එක දෙයයි උඹ අකලට ඉපදිච්ච එකියක්. උඹගෙ තාත්ත ඒ වෙලාවෙ සොපින් බෑග් එකක් හරි දාගෙන හිටියනම් උඹවගේ ගොන් කේප්ප වැස්සිවක් රටට ජාතියට ණය ගෑණියෙක් ඉපදෙන්නෙ නෑ",😡,1
2181,අනේ යකෝ උඹ ළමයි පස් දෙනෙක් සීසා කරලා ගත්තේ උඹ අම්මා කෙනෙක් ද අනේ යකෝ තොට වචන නෑ කියන්න,😡,1
2182,අනේ යකෝ ගෑනි ඉපදිච්ච රට අමතක ගෙඩිය ස ගෑනියේ තෝ ආවෙ නෑ කියලා ලංකාවෙ මිනිස්සු කන්න නැතිව ඉන්න බැල්ලියේ රටවල් වල හිටියා මෙහෙම ගෑනු ගෑනු දැක්කා ගෙන් දැක්කේ නෑ තෝ ඉඩ pure හෙට වෙලා කොහොමත්බෝ කොහොමත් ආවොත් හිමි ලංකාවෙ උන් අල්ලන්න උඹට ගහනවා නිකන් ගහන්න හැදූ ගහන්නේ මේ සටන් කර කර තොපි ඔහෙට වෙලා හිටපියව් තොපි වගේ උන් ගන්න බිහි ලංකාවේ උන් නෑ බැල්ලියේ එන්ඩ එපා තොපි වල දාන්න මෙය song පිට නිල ඉඩ නෑ,😡,1
2183,අනේ යකෝ.,😂,0
2184,අනේ යකෝ...තොපෙ ආන්ඩුව තිබ්බනම් මෙලහකට ලංකාවෙන් බාගයක් මැරිලා. මේකට ආන්ඩුව වගකියන්න ඕනනම්. උබලා ගිය අවුරුද්දෙ පාස්කු ප්‍රරහාරයට වග කිව්වද? 97 වතාවක් කියලත් මිනිස්සු ටික මරල යනකන් උබලා කොහෙද හිටියෙ.,😡,1
2185,අනේ යන්න,😂,0
2186,අනේ වල් බැල්ලියේ තෝ ඔහෙම වැලලියන්.නැත්තන් තෝ ලංකාවට එද්දි මෙහෙ උන් බලන් ඉන්නේ තෝව එයාපෝට් එකේම වල්ලන්න.,😡,1
2187,අනේ වෙසියේ තොට කොහොමත් දැන් එන්න වෙන්නෙ නැ තො පට්ට වෙසියෙක් අපි ඔක්කොම දැක්කා නොදකින් බලු වෙසි උන්ගේ එක ලෙවකලා දැන් එනවා මෙත පත්තිනි වෙන්න බලු බැල්ලියේ තො ළමයි 5 සිසේරියන් කලේ කොහොමද කියකෝ වෙසියේ කාරයාද තොව සිසේරියන් කලේ උන්ගේ මොලේ වැඩිවෙලා තමා ගනන් ගත්තේ නැතුව මිනිස්සු මැරෙනකල් හිටියේ තො මැරෙන්න වෙසියේ කොරොනා හැදිලා බලකෝ නොදකින් බලු වෙසි බලපිය ඒ මනුස්සයා කියන දේ හරියට නිදා ගත්තේ නැලු ගෙදර ගැන හිතලා නැ කියලා රට වෙනුවෙන් කැපවීමෙන් වැඩ කරන්නේ තොපි යට එකේ අමාරු අරින්න නෙවෙයි බලු වෙසියෝ නොදකින් බලු වෙසි,😡,1
2188,අනේ වේස බැල්ලි උබ ශුවර් එකටම 5 ක් හැදුවේ වටේ ගිහින් වෙන්න ඇති තොපි වගෙ උන්ට කොරොනත් හොද වැඩි බන්..... මව් රටට ගරහන වේස බැල්ලි,😡,1
2189,අනේ වේසා ගැනියේ. තොට කෝරෝනා හැදෙන්න ඔනි තොගේ එකෙක් හරි මැරෙන්න ඔනි. තෝ වරෙන් ලන්කාවට. තොගේ දෙමාපියන්ට වැරදිලා තෝ වගේ වේස ගැනියෙක් බිහිකරලා. තෝව හුකෝලා ගන්නේ. කැරි වේසි,😡,1
2190,අනේ වේසියේ තෝ එන්නම එපාලංකාවට දැන් තොට එන්නත් බැනේ තොගේ බලු පැටව් පස්දෙනායි තෝ වලකජ්ජ ගහපිය ඔහේම තොගේ මලමිනිය මොකටද බොල ගොං වෙිසියේ ලංකාවට අජිත් රොහන කියන්නේ උතුම් මනුස්සයෙක් තොගේ කඩේට කන්න එන එවුන් හරක් බං තොගේ අම්මා තොට උගන්වලා තියෙන්නේ කුනුහරප තොගේ මිනිහා පොන්නයා ගුටි කාකා ඉන්නේ සක්කිලි වෙිසි කඩේට එන අයට කුනුහරපෙන් කතා කරන්නේ කොහේද තොගේ හැදියාව මුඩුක්කු වේසි පයි දාගෙන නටන මහ ගෙනා,😡,1
2191,අනේ සර් අපි කොලබ ඉන්නේ.ගෙදරට යන්න විදිහක් නෑ.දිලා තියෙන දුරකතන අංකයට කතා කරලා විස්තර දීලා අදට දවස් 5ක් වෙනවා කිසිම ප්‍රතිචාරයක් නෑ.අද ආපහු Call කලාම කීවා තවම ලේඛන ගත කරනවලු.මෙහෙම ඉදලා අපි මැරිලායයි කන්න නැතුව.අතේ තිබුන සල්ලිත් ඉවරයි.ඉක්මන් කරලා අපිව ගෙවල්වලට යවන්න.බොහොම පිං..,😂,0
2192,අනේ ස්තුතියි ගරු ජනාධිපති තුමනි ඔබ තුමාට රට වැසිය කවුරැත් එකයි ඒක් මම පිලිගන්නව ඒත් මුස්ලිම් ජාතිකයන් පිලිබදව නමිි අනේ මන්ද,😂,0
2193,අනේ හා ඉතින් වැලලෙන්න කවුද එපා කියුවෙ,😡,1
2194,අනේ හැමනියන් පොන්නයා මට්ටයා,😡,1
2195,අනේ හැමනිලා මැරිය හුත්ති,😡,1
2196,අනේ හැමිනියන්,😡,1
2197,අනේ හු..තී,😡,1
2198,අනේ හු%&*$ තොපි වගේ අපි night club ගිහින් ඉඹගෙන බදාගෙන ලෙවකාගෙන දගලන්නෙ නෑ. එකයි ලංකාවේ කොරෝනා පාලනය වෙලා තියෙන්නෙ මෙච්චරවත්.,😡,1
2199,අනේ හුකහන්,😡,1
2200,අනේ හුකහන් බන් මැරිච්ච එකෙක් හදානය කරනඑකේ වල දාන්න ඔච්චර තර්ක කරන්නේ අල්ලා නැවත පන දෙනවද? මෙනාද බන් උබලා ඔය දිනා ගන්න හදන්නෙ.ලැජ්ජ වෙයන් බං..,😡,1
2201,අනේ හුකා...,😡,1
2202,අනේ හුකාගනින් ගැනියේ,😡,1
2203,අනේ හුකාගනින් හුත්තියෙ.,😡,1
2204,අනේ හුකාපන් ඔබ.,😡,1
2205,අනේ හුකාපන් බැල්ලි.,😡,1
2206,අනේ හුකාපන් වෙිසි,😡,1
2207,අනේ හුකේ,😡,1
2208,අනේ හුකේ ගොන් හුත්ති සුද්දන්ට පුක දිපන් .අකලට පදුරැ පල්ලේ ජාතක හුන ගැනියේ තෝපි වගේ හරක් ටිකක් පහුගිය දවස් වල ලංකාවට ඇවිත් රගපැවා අන්න උන් දැන් හොද කියනවා ලංකාවේ ඉද්දි පදුරැ පල්ලට ලැට් ගිය පකාලා,😡,1
2209,අනේ හුකේ නන්නානේ,😡,1
2210,අනේ හුකේ බොට්ටුවෙන් ඉතාලියට ගිය තොපි හිතන් ඉන්නේ අලි පුකෙන් ආවා කියලද.තොපිට කවදා හරී එන්න වෙන්නේ ලන්කාවටම තමා...ඒක දැනගනින්.ලොකු කතා කියලා ගු වෙන්න එපා හුත්.....ලැජ්ජයී..ගූ.කාපන් ඔයිට වඩා හොදයී ඒක..,😡,1
2211,අනේ හුත්ති තෙගෙ ගලවනව අරක බල්ලන්ට දාපිය වෙිසි,😡,1
2212,අනේ හුත්ති තොපි එන්න ඔනි නැ,😡,1
2213,අනේ හුත්ති තෝ පුක දිපිය පකයිට,😡,1
2214,අනේ හුත්ති සුද්දෙන්ට පුක දිලා ඔහේට වෙිලා හිටු ලංකාව කන්න එපා,😡,1
2215,අනේ හුත්තිගෙ හුත්තියෙ උබෙ අම්මට හිලම පල කැරි වේසි,😡,1
2216,අනේ හුත්තියේ ඔහෙම වැලලියන් පකටද ලංකාවට එන්නේ..තොපි වගෙ එඋන් එන්න එපා ලංකාවට,😡,1
2217,අනේ හුත්තියේ තෝ ලංකාවේ ඉපදිලා කැලේ රීලා ඇලෙන් පුක හෝදලා පස්සෙ ඉතාලියට ගිහිල්ලා උබට ලංකාව පොඩි උනා.තොවගේ හුත්තියෝ කොහොමත් ලංකාවට ඕන නෑ හුත්තියේ.උබ හැමදාම ඉන්නද ලංකාවට එන්නම වෙනවා නේ,😡,1
2218,අනේ හුත්තො නෙදන්න පකවල් නොකියා හිටපන් ගොත කැරියා,😡,1
2219,අනේ හොදයි ඔහෙටම වෙලා ඉන්න. මේවගේ කට්ටිය,😂,0
2220,"අනේ,ඔහෙම වැළලියන් පට්ට බැල්ලි.කීව වගේම තිගේ කටින්ම වස් වැදිලා.",😡,1
2221,අනේ.. තාත්තයි පුතයි විඩියෝ කෝල් අරන්න්️,😂,0
2222,අනේ.. ලස්සනයි,😂,0
2223,අනේ...,😂,0
2224,අනේ....බූරුවෝ අපිට කන්න ඕනි නෑ...අ⁣පි හිරකරල හරි ලංකාවේන් මේ ලෙඩේ...සනීප වෙනවනම් ....නිකං බොරදියේ මාලු නොබා...මිනිහෙක් හැටියට රජය ගෙනයන වැඩපිළිවෙළට සහය දීපන්...හැම වෙලේම දේශපාලන වාසි නොගෙන,😡,1
2225,අනේඔයාමොකාටදජාතකකලේදන්නෙනැහැනේදකටවහගෙනඉදපන්දෙනදෙයක්කාලවෙනදෙයක්බලාගෙනපරබැල්ලි,😡,1
2226,අනේසක්කීලී.වෙසීතෝඉපදුනරටටගරහන්නේ.ඉතාලීකාරයෝ.හෝදටහූකනවාඇතීනේ.තෝපීවගේඋන්ලංකාවට.ගේනහල්ලාමොකටදහුත්තීයේ,😡,1
2227,අනේහ්️,😂,0
2228,අනෛ අම්මට හු ...... කපන් වෛසි,😡,1
2229,අන්කල්,😂,0
2230,අන්කල් රිටයි උනාම රැට්ටද,😂,0
2231,අන්තවාදී මත දරන මොඩ මීහරක් මුන්ව අත්අඩංගුවට අරන් පුනුරුත්ථාපනය කරන්න ඔානෙ රටටම දාප මුන්,😡,1
2232,අන්න call එක ඕක තමා ඕන වෙලා තිබ්බේ,😂,0
2233,අන්න අරහෙ වැඩ පරක්කුලු අයියෙ.. ඔයා මෙහේ,😂,0
2234,අන්න එතනයි වරද ආගම ජාතිය පක්ෂ පාට ඔය අදහස් 3 න් එකක් මොනවට හරි පටලවගන්නවා ඔතනයි වරද්ද ගන්නේ එක රටේ ම්නිස්සු බව හිතන්නේ නැහැ ඒ තරම් නුගත් මෝඩකමට බෙහෙත් නැහැ,😂,0
2235,අන්න ඒක තමයි අපි කියන්නේ තොපි වගේ අද බාල පොල් කාවයියෝ ටික රට කලා නම්...රටේ බාගේකට මේ වෙන කොට කොරෝනා ...!!. අපි කොස් ගෙඩියක් තම්බං කන්නං..උබත් ගෙදරට වෙලා තියෙන දෙයක් කාලා ඊ ලග චන්දෙට පුනුරුත්ථාපනය වෙලා වරෙන්කෝ ..පිස්සු කෙලින වෙලාවේ...!!,😡,1
2236,අන්න ඒකයී..... ගම්පහ ගැම්ම...,😂,0
2237,අන්න කොල්ලො,😂,0
2238,අන්න කොල්ලෝ........,😂,0
2239,"අන්න බලන්නකො ඉතිම් ඒකනේ අක්කෙ අපි සක්කිලි.ඔයා දාන ඇලපිලි , අපි දැම්මොත් ඉස්පිලි, අක්කෙ නැතිවෙයි උබේ පාපිලි",😡,1
2240,අන්න රැට්ටෝ උබ හොද වැඩක් කරනවා ගම්පහා පොන්නයන්ට පෙන්නම,😡,1
2241,අන්න සුපිරි..,😂,0
2242,අන්නෙ උබ වගේ එකියක් මගේ මව් බිමෙන් මකබැව්‍ම ගැන අපමන සතුටක් දැනේ.උබලාවගේ ගැනු මේ ලොකේ තුල සදා සරනාගාතයෝ.උබ මැරුනම කොහේ වලලයිද උබම දන්නෙ නෑ .ජිවිතවලට වෙන දෙවල් කවුරුත්ම දන්නෙ නෑ .ඇස් දෙක කටට දාගන බලන්නෙ නැතිව ලොකය දිහා බලපන් උබටම තෙරුම්ගන්න පුලුවන්ද වෙයි උබ කොච්චර වැරැදිද කියලා.අඩුමතරමේ උබෙ දරුවන්ටවත් ලැජ්ජාවක් නැතිව ජිවත් වෙන්න ඉඩදිපන්.,😡,1
2243,අප වෙනුවෙන් ඇප කැප වී වැඩකරන ඔබතුමාට තෙරුවන් සරණයි ....,😂,0
2244,අප හදවතින්ම ඔබ සැම සමගයි අප නිවසට වී සිටියදී ඔබ සැම රට අනතුරින් බේරාගැනීමට කරන කැපවීම අමිලයඔබ සැමට තෙරුවන් සරණයි දෙවි පිහිටයි,😂,0
2245,අපට යෝජනා එක්කල භැකිද .?,😂,0
2246,,😂,0
2247,අපරාදේ මේවගේ එකියක් මේ ලංකාවේ ඉපදුනානේ,😡,1
2248,අපරාදේ වැදුමේ මේ වගේ ගොන් එලදෙනක් වැස්සියක් වැදුවනම් අම්මේ අම්මලා අද කිරි හරි ගන්නවා,😡,1
2249,අපව ආරක්ෂා කරන්න නිරන්තරයෙන් වෙහෙසෙන ඔබ රට ආරක්ෂා කරන්න නිරන්තරයෙන් වෙහෙසන ඔබසුවහසක් ලාංකිකයන්ගේ ආදරණීය ප්‍රාර්ථනය වන ඔබටමගේ පුංචි මව්බිම ආරක්ෂා කරන්න නිරන්තරයෙන් ශක්තිය දහිරිය ලැබේවා අපේ ජනාධිපති ️ තුමනී ....තෙරුවන් සරණයි ....,😂,0
2250,අපි අන්ත දුප්පත් ඒත් අපි කනවා ගොන් පකා බොරු කියන්න එපා,😡,1
2251,අපි අපේ මවු බිමෙි ජනජාව රකිනවා තමා.රැ නිදිමරගෙන නිරොදායන මද්‍යස්තාන හදලා හොස්පිටල් හැදලා අපි කොහෙමත් අපේ මිනිස්සු බෙිරගන්නවා.⁣නොනා උපන් බිමට ඔයා ඔය කියන වචන වලට ස්වබාදහම විසින් විසදුමි දෙනවා නොඅනුමානයි,😡,1
2252,අපි ඉන්න කොට තෝ වරවේසියේ ලංකාව ට මේකි කොහෙද ලංකාවේ ගොන් වේසියේ තෝකතා කරන්න ඉගෙන ගනින් මුඩුක්කු දහාපාදුරා බැල්ලි තොපි බඩුකියලා ලෝකෙට පෙන්වන්න එපා,😡,1
2253,අපි ඉන්නෙත් තමයි.මේ වගේ කට හැකර අම්මණ්ඩිලා තව ඕනා තරම් මෙහෙ ඉන්නවා.ගොඩක්ම මේ වයසේ මෝඩ ගෑනූ.මෙහෙට ඇවිත් නාකි පොත්ත රතු කරගෙන phone එකක් අතට හම්බ වුනාම රජ මගුල් උන්ට.උපන් බිමට නිගරු කරන මුන් ගෑනූද.අපි අපේ රටට ආදරෙයි,😡,1
2254,අපි උත්තර නොදුන්නත් වෙසෙන අපේ ඇත්ත සිංහලයාගෙන්ම නිසි පිලිතුරු නිසි කලට ලැබෙන බව විශ්වාසයි .. තෙරුවන් සරණයි,😂,2
2255,අපි එකෙන්ම ඉන්නව රැට්ටෝ.,😂,0
2256,අපි එන්න කිවෙ නැනේ,😂,0
2257,අපි ඔක්කොම ශ්‍රිලාංකිකයන් මම හොද බෞද්ධ ඔබ හොද මුස්ලිම් ඔබට පුළුවන් ඔබ වටේ සිටින අයට සහෝදරත්වය කියල දෙන්න මුලු අන්තවාදයම නැති කරන්න ඔයාට පුළුවන්,😂,0
2258,අපි කියමු ජනාධිපතිතුමාට පෞද්ගලික වෛද්‍ය සේවා ගාස්තුවටත් සීමා කරන්න කියාත් ට්‍යුශන් ගාස්තු වගේම. ඒකට කැමති නම් ඒ මහත්තයට එන්න දෙමු. වැලිසර සිටින පෙනහලි රෝග විශේෂඟවරු ඉන්න ඕන ඔතන.,😂,0
2259,"අපි කුඩා උනත් පරදින රටක් නොවෙයි, අපි දිනන රටක්",😂,0
2260,අපි කොහොමද මේකට සෙට් වෙන්නේ???,😂,0
2261,අපි ගෙදරට වෙලා ඉන්නම්...2021 season 2 එක අවුට් කරන්න එහෙනම්!,😂,0
2262,අපි දන්න තරමින් නම් මිනිස්සු මැරෙන විදිහට කොක්කෙන් ඇදලාවත් වලදාන එක පුදුම වෙන්න ඕනේ මිනිස්සු විදිහට කම්පා වෙන්න ඕනේ.ඒ තරම් ඒ රට අසරන වෙලා ජනතාව ගැන හරිම දුකයි ..ඒ වගේම හම්බකරගෙන කන රටට ගරු කරන එකත් හොද දෙයක්.එහෙම උනා කියලා තමන් ඉපදුන හැදුන වැඩුන මව් රටට රටේ මිනිස්සුන්ට ගරහන්න තරම් නූගත් වෙන්න එපා..මොකද ඔලුව තිබ්බට මදේ නැති උඹලට ලංකාව නොවටිනවා උනාට අපිට අපේ රට රටේ මිනිස්සු රත්තරන් ...ලැජ්ජා වෙයල්ලා අනුන්ගේ රටක වැලලෙනවා කියන්න තරම් මොංගල් උන උඹ ගැනම..යුරෝපිය හුගක් රටවල් වල ඉන්න මේ වගේ අම්මඩිලට කොහොමත් ඒවා දාලා එන්න බැහ් තමයි කියලා දන්න උන් දන්නවා ..අපි නොදන්න අනේහ් පලයං බං යන්න,😡,1
2263,අපි දන්නෙ නැති උනාට බුවා geological engineer කෙනෙක්.. මෙවන් පුද්ගලයෝ රටට සම්පතක්,😂,0
2264,අපි නම් බඩට වඩා හිතන්නේ රට ගැන.. බඩගින්නේ මැරෙන්න තරම්.. පව් කරලා නෑ..,😂,0
2265,අපි නැගිටිමු ශ්‍රී ලංකා,😂,0
2266,"අපි නිරතුරුවම ප්‍රාර්ථනා කරනවා ඔබ තුමා ,අගමැතිතුමා, ත්‍රිවිධ හමුදාපති තුමාන්ලා,සෞඛ්‍ය අංශය හා මේ කර්තව්‍යයේ නිරත සියලු දෙනාට මේ අභියෝගය ඉක්මනින් ජය ගැනීමට හැකිවේවා කියා ",😂,0
